Items Report
"Feb 7, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:32 AM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$68,179.91"
Net Sales,"$66,290.19"
COGS,$0.00
Gross Profit,"$14,342.73"
Gross Profit Margin,21.64%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Uncategorized
,"Bianca White Pie - Medium 14"" - Regular Crust",$31.98,$31.98,2,0," "," ",-,$0.00,$0.00,0.05%,$15.99,-,-
,Eggplant Parmigiana (custom 2) - Single Size,$31.98,$31.98,2,0," "," ",-,$0.00,$0.00,0.05%,$15.99,-,-
,Gluten Free,$31.98,$31.98,2,0," "," ",-,$0.00,$0.00,0.05%,$15.99,-,-
,," "," "," "," ",Pizza Sauce,2,$0.00," "," "," "," "," "," "
,"Hawaiian - Small 12"" - Regular Crust",$31.98,$31.98,2,0," "," ",-,$0.00,$0.00,0.05%,$15.99,-,-
,2 Slices & Can Soda,$31.96,$31.96,4,0," "," ",-,$0.00,$0.00,0.05%,$7.99,-,-
,," "," "," "," ",7 Up Diet,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Canada Dry,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Root Beer,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Cheese Slice,8,$0.00," "," "," "," "," "," "
,"Cheese Pizza (custom 1) - Medium 14"" - Regular Crust ",$31.96,$31.96,2,0," "," ",-,$0.00,$0.00,0.05%,$15.98,-,-
,Child Butter Pasta - Single Size,$31.96,$31.96,4,0," "," ",-,$0.00,$0.00,0.05%,$7.99,-,-
,"Custom Bianca White Pie - Small 12"" - Regular Crust",$31.96,$31.96,2,0," "," ",-,$0.00,$0.00,0.05%,$15.98,-,-
,"Custom Cheese Pizza - Small 12"" - Regular Crust",$31.94,$31.94,2,0," "," ",-,$0.00,$0.00,0.05%,$15.97,-,-
,Chicken Picatta,$31.90,$31.90,2,0," "," ",-,$0.00,$0.00,0.05%,$15.95,-,-
,," "," "," "," ",Fettucini,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ziti,1,$0.00," "," "," "," "," "," "
,Can Soda,$31.80,$31.80,20,0," "," ",-,$0.00,$0.00,0.05%,$1.59,-,-
,," "," "," "," ",Brisk,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Canada Dry,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Diet Pepsi,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Diet Root Beer,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Dr. Pepper,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mountain Dew,9,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepsi,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",Root Beer,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sprite,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sunkirst Orange,6,$0.00," "," "," "," "," "," "
,Meat Lover's Stromboli  (custom 1) - Large,$31.80,$31.80,2,0," "," ",-,$0.00,$0.00,0.05%,$15.90,-,-
,Custom 2 Slice and 1 Can of Soda - Single Size,$32.85,$31.76,3,0," "," ",-,-$1.09,$0.00,0.05%,$10.59,-,-
,Small Stromboli Meat Lover's,$31.07,$31.07,2,0," "," ",-,$0.00,$0.00,0.05%,$15.54,-,-
,," "," "," "," ",Large,1,$3.09," "," "," "," "," "," "
,," "," "," "," ",Small,1,$0.00," "," "," "," "," "," "
,Garlic Bread,$31.05,$31.05,4,0," "," ",-,$0.00,$0.00,0.05%,$7.76,-,-
,," "," "," "," ",Plain,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",With Cheese,3,$3.09," "," "," "," "," "," "
,Wings (custom 1) - 20 Pieces,$30.99,$30.99,1,0," "," ",-,$0.00,$0.00,0.05%,$30.99,-,-
,Small Calzone Philly Cheesesteak,$30.98,$30.98,2,0," "," ",-,$0.00,$0.00,0.05%,$15.49,-,-
,," "," "," "," ",Garlic Parmesan,1,$1.00," "," "," "," "," "," "
,," "," "," "," ",Small,2,$0.00," "," "," "," "," "," "
,Custom 2 Slice and 1 Can of Soda - Single Size,$31.41,$30.95,3,0," "," ",-,-$0.46,$0.00,0.05%,$10.32,-,-
,"Custom Cheese Pizza - Extra Large 18"" - Regular Crust",$30.45,$30.45,1,0," "," ",-,$0.00,$0.00,0.05%,$30.45,-,-
,Sliders (4),$35.94,$30.41,5,0," "," ",-,-$5.53,$0.00,0.05%,$6.08,-,-
,," "," "," "," ",Mozzarella Cheese,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Plain,6,$0.00," "," "," "," "," "," "
,Cheesesteak Sub,$32.87,$30.37,3,0," "," ",-,-$2.50,$0.00,0.05%,$10.12,-,-
,," "," "," "," ",Extra Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Provolone,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Philly Steak,3,$2.00," "," "," "," "," "," "
,," "," "," "," ",Green Peppers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mushrooms,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Onions,1,$0.00," "," "," "," "," "," "
,Sampler,$38.97,$30.28,3,0," "," ",-,-$8.69,$0.00,0.05%,$10.09,-,-
,," "," "," "," ",Garlic Parmesan,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Hot or Buffalo,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ranch,3,$0.00," "," "," "," "," "," "
,Small Greek Salad,$30.00,$30.00,3,0," "," ",-,$0.00,$0.00,0.05%,$10.00,-,-
,," "," "," "," ",Feta,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",House Vinagrete,6,$2.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$1.03," "," "," "," "," "," "
,," "," "," "," ",Small,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Cucumbers,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Shredded Carrots,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoncini Peppers,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Lettuce,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Tomatoes,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Fresh Spinach,2,$0.00," "," "," "," "," "," "
,Custom Wings - 20 Pieces,$29.99,$29.99,1,0," "," ",-,$0.00,$0.00,0.05%,$29.99,-,-
,"Margherita - Personal 10"" - Regular Crust",$29.98,$29.98,2,0," "," ",-,$0.00,$0.00,0.05%,$14.99,-,-
,Spageti + Meatballs or Sausage,$29.97,$29.97,3,0," "," ",-,$0.00,$0.00,0.05%,$9.99,-,-
,," "," "," "," ",Meatballs,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Spaghetti,3,$0.00," "," "," "," "," "," "
,Spaghetti + Meatballs - Single Size,$29.97,$29.97,3,0," "," ",-,$0.00,$0.00,0.05%,$9.99,-,-
,"Meat Lovers (custom 1) - Large 16"" -  Deep Dish",$29.96,$29.96,1,0," "," ",-,$0.00,$0.00,0.05%,$29.96,-,-
,Slice Sicilian Deep Dish,$29.95,$29.95,5,0," "," ",-,$0.00,$0.00,0.05%,$5.99,-,-
,Specialty Slice,$29.94,$29.94,6,0," "," ",-,$0.00,$0.00,0.05%,$4.99,-,-
,," "," "," "," ",BBQ Pizza,3,$0.00," "," "," "," "," "," "
,," "," "," "," ",Margherita,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Meat Lovers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Hawaiian,1,$0.00," "," "," "," "," "," "
,Eggplant Parmigiana,$29.84,$29.84,2,0," "," ",-,$0.00,$0.00,0.05%,$14.92,-,-
,Bianca (White Pie),$29.78,$29.78,2,0," "," ",-,$0.00,$0.00,0.04%,$14.89,-,-
,," "," "," "," ","Medium 14""",2,$2.06," "," "," "," "," "," "
,Sicilian Deep Dish,$29.76,$29.76,1,0," "," ",-,$0.00,$0.00,0.04%,$29.76,-,-
,," "," "," "," ",Mozzarella Cheese,1,$2.59," "," "," "," "," "," "
,," "," "," "," ",Extra Cheese,1,$2.59," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,1,$2.59," "," "," "," "," "," "
,," "," "," "," ",Pizza Sauce,1,$0.00," "," "," "," "," "," "
,Chicken Parmigiana,$29.64,$29.64,2,0," "," ",-,$0.00,$0.00,0.04%,$14.82,-,-
,," "," "," "," ",Spaghetti,2,$0.00," "," "," "," "," "," "
,"Custom Pesto - Large 16"" - Regular Crust",$29.43,$29.43,1,0," "," ",-,$0.00,$0.00,0.04%,$29.43,-,-
,"Custom Mediterranean Pizza - Large 16"" - Crispy and Well Done",$28.95,$28.95,1,0," "," ",-,$0.00,$0.00,0.04%,$28.95,-,-
,Custom 2 slice 1 topping each 1 can of soda  - Single Size,$28.47,$28.47,3,0," "," ",-,$0.00,$0.00,0.04%,$9.49,-,-
,Baked Ziti,$28.16,$28.16,2,0," "," ",-,$0.00,$0.00,0.04%,$14.08,-,-
,," "," "," "," ",No Thanks,2,$0.18," "," "," "," "," "," "
,"Custom Veggie Lovers - Extra Large 18"" - Regular Crust",$27.99,$27.99,1,0," "," ",-,$0.00,$0.00,0.04%,$27.99,-,-
,Calzone Cheese (custom 1) - Large,$27.98,$27.98,2,0," "," ",-,$0.00,$0.00,0.04%,$13.99,-,-
,Calzone Meat Lovers (custom 1) - Small,$27.98,$27.98,2,0," "," ",-,$0.00,$0.00,0.04%,$13.99,-,-
,Custom Calzone Cheese - Large,$27.98,$27.98,2,0," "," ",-,$0.00,$0.00,0.04%,$13.99,-,-
,Custom Chicken Chunks - 1 Pounds,$27.98,$27.98,2,0," "," ",-,$0.00,$0.00,0.04%,$13.99,-,-
,"Custom Cheese Pizza - Extra Large 18"" - Regular Crust",$27.96,$27.96,1,0," "," ",-,$0.00,$0.00,0.04%,$27.96,-,-
,Mozzarella Sticks,$27.96,$27.96,4,0," "," ",-,$0.00,$0.00,0.04%,$6.99,-,-
,"Custom Sicilian Deep Dish - Large 16"" - Deep Dish",$27.85,$27.85,1,0," "," ",-,$0.00,$0.00,0.04%,$27.85,-,-
,"Custom Sicilian Deep Dish - Large 16"" - Deep Dish",$27.76,$27.76,1,0," "," ",-,$0.00,$0.00,0.04%,$27.76,-,-
,Carrot Cake,$30.03,$27.09,7,0," "," ",-,-$2.94,$0.00,0.04%,$3.87,-,-
,Chicken Parmigiana Sub,$27.06,$27.06,2,0," "," ",-,$0.00,$0.00,0.04%,$13.53,-,-
,," "," "," "," ",Feta,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Sliced Meatballs,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Mushrooms,1,$0.75," "," "," "," "," "," "
,," "," "," "," ",Green Peppers,1,$0.75," "," "," "," "," "," "
,," "," "," "," ",Basil,1,$0.75," "," "," "," "," "," "
,," "," "," "," ",Onions,1,$0.75," "," "," "," "," "," "
,," "," "," "," ",Banana Peppers,1,$0.75," "," "," "," "," "," "
,," "," "," "," ",Kalamatta Olives,1,$0.75," "," "," "," "," "," "
,Chicken Tenders (custom 1) - Large,$26.99,$26.99,1,0," "," ",-,$0.00,$0.00,0.04%,$26.99,-,-
,Mozzarella Sticks,$26.97,$26.97,3,0," "," ",-,$0.00,$0.00,0.04%,$8.99,-,-
,Mozzarella Sticks,$26.97,$26.97,3,0," "," ",-,$0.00,$0.00,0.04%,$8.99,-,-
,"Custom Cheese Pizza - Large 16"" - Regular Crust",$26.75,$26.75,1,0," "," ",-,$0.00,$0.00,0.04%,$26.75,-,-
,"Custom Meat Lovers - Large 16"" - Regular Crust",$26.58,$26.58,1,0," "," ",-,$0.00,$0.00,0.04%,$26.58,-,-
,"Meat Lovers (custom 1) - Large 16"" - Regular Crust ",$26.58,$26.58,1,0," "," ",-,$0.00,$0.00,0.04%,$26.58,-,-
,"Custom Veggie Lovers - Extra Large 18"" - Regular Crust",$26.49,$26.49,1,0," "," ",-,$0.00,$0.00,0.04%,$26.49,-,-
,New York Cheese Cake,$26.45,$26.45,5,0," "," ",-,$0.00,$0.00,0.04%,$5.29,-,-
,," "," "," "," ",Strawberry Topping,7,$3.50," "," "," "," "," "," "
,Garlic Knots 2 Single pcs,$26.42,$26.42,7,0," "," ",-,$0.00,$0.00,0.04%,$3.77,-,-
,," "," "," "," ",Parmesan Cheese,1,$0.99," "," "," "," "," "," "
,," "," "," "," ",Plain,6,$0.00," "," "," "," "," "," "
,," "," "," "," ",With Cheese,1,$1.00," "," "," "," "," "," "
,Spaghetti Carbonara,$29.84,$26.16,2,0," "," ",-,-$3.68,$0.00,0.04%,$13.08,-,-
,," "," "," "," ",Fettucini,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Spaghetti,1,$0.00," "," "," "," "," "," "
,Chicken Chunks (custom 1) - 2 Pounds,$25.99,$25.99,1,0," "," ",-,$0.00,$0.00,0.04%,$25.99,-,-
,"Custom Extravaganza Supreme - Extra Large 18"" - Regular Crust",$25.99,$25.99,1,0," "," ",-,$0.00,$0.00,0.04%,$25.99,-,-
,"Extravaganza Supreme (custom 1) - Extra Large 18"" - Regular Crust ",$25.99,$25.99,1,0," "," ",-,$0.00,$0.00,0.04%,$25.99,-,-
,"Meat Lovers - Extra Large 18"" -  Regular Crust",$25.99,$25.99,1,0," "," ",-,$0.00,$0.00,0.04%,$25.99,-,-
,Calzone Anthonys - Small,$25.98,$25.98,2,0," "," ",-,$0.00,$0.00,0.04%,$12.99,-,-
,"Cheese Pizza - Small 12"" -  Regular Crust",$25.98,$25.98,2,0," "," ",-,$0.00,$0.00,0.04%,$12.99,-,-
,Custom Antipasto Salad - Large,$25.98,$25.98,2,0," "," ",-,$0.00,$0.00,0.04%,$12.99,-,-
,"Custom Meat Lovers - Large 16"" - Regular Crust",$25.97,$25.97,1,0," "," ",-,$0.00,$0.00,0.04%,$25.97,-,-
,"Custom Meat Lovers - Large 16"" - Thin Crust",$25.97,$25.97,1,0," "," ",-,$0.00,$0.00,0.04%,$25.97,-,-
,Small Stromboli Meat Lover's,$27.98,$25.96,2,0," "," ",-,-$2.02,$0.00,0.04%,$12.98,-,-
,," "," "," "," ",Small,2,$0.00," "," "," "," "," "," "
,"Extravaganza (16"")",$25.88,$25.88,1,0," "," ",-,$0.00,$0.00,0.04%,$25.88,-,-
,," "," "," "," ",Onions,1,$2.89," "," "," "," "," "," "
,Buffalo Chicken Stromboli  - Small,$25.80,$25.80,2,0," "," ",-,$0.00,$0.00,0.04%,$12.90,-,-
,Philly Cheesesteak Stromboli - Small,$25.80,$25.80,2,0," "," ",-,$0.00,$0.00,0.04%,$12.90,-,-
,Fettuccini Alfredo,$25.72,$25.72,2,0," "," ",-,$0.00,$0.00,0.04%,$12.86,-,-
,Lasagne,$25.72,$25.72,2,0," "," ",-,$0.00,$0.00,0.04%,$12.86,-,-
,Stuffed Shells,$25.72,$25.72,2,0," "," ",-,$0.00,$0.00,0.04%,$12.86,-,-
,"MYOP 1 - Extra Large 18"" -  Regular Crust",$25.71,$25.71,1,0," "," ",-,$0.00,$0.00,0.04%,$25.71,-,-
,"Pepperoni Pizza (custom 1) - Extra Large 18"" -  Crispy and Well Done",$25.71,$25.71,1,0," "," ",-,$0.00,$0.00,0.04%,$25.71,-,-
,"Custom Extravaganza Supreme - Large 16"" - Regular Crust",$25.58,$25.58,1,0," "," ",-,$0.00,$0.00,0.04%,$25.58,-,-
,"Custom Mediterranean Pizza - Large 16"" - Regular Crust",$25.58,$25.58,1,0," "," ",-,$0.00,$0.00,0.04%,$25.58,-,-
,"Custom Cheese Pizza - Large 16"" - Regular Crust",$25.54,$25.54,1,0," "," ",-,$0.00,$0.00,0.04%,$25.54,-,-
,Custom 2 Slice and 1 Can of Soda - Single Size,$25.47,$25.47,3,0," "," ",-,$0.00,$0.00,0.04%,$8.49,-,-
,"Custom Meat Lovers - Large 16"" - Regular Crust",$25.28,$25.28,1,0," "," ",-,$0.00,$0.00,0.04%,$25.28,-,-
,Anthony's Classic Hero Sub,$27.78,$25.18,3,0," "," ",-,-$2.60,$0.00,0.04%,$8.39,-,-
,," "," "," "," ",Mozzarella Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Salami,1,$0.00," "," "," "," "," "," "
,"Custom Hawaiian - Large 16"" - Regular Crust",$25.17,$25.17,1,0," "," ",-,$0.00,$0.00,0.04%,$25.17,-,-
,"Custom Cheese Pizza - Large 16"" - Regular Crust",$25.15,$25.15,1,0," "," ",-,$0.00,$0.00,0.04%,$25.15,-,-
,Chicken Tenders (custom 1) - Small,$25.00,$25.00,2,0," "," ",-,$0.00,$0.00,0.04%,$12.50,-,-
,"Veggie Lovers - Extra Large 18"" - Regular Crust",$25.00,$25.00,1,0," "," ",-,$0.00,$0.00,0.04%,$25.00,-,-
,"Extravaganza Supreme (custom 1) - Large 16"" - Regular Crust ",$24.98,$24.98,1,0," "," ",-,$0.00,$0.00,0.04%,$24.98,-,-
,"Custom Cheesesteak Pizza - Large 16"" - Regular Crust",$24.97,$24.97,1,0," "," ",-,$0.00,$0.00,0.04%,$24.97,-,-
,"Custom Extravaganza Supreme - Large 16"" - Regular Crust",$24.97,$24.97,1,0," "," ",-,$0.00,$0.00,0.04%,$24.97,-,-
,Chicken Parmigiana Sub,$30.87,$24.95,3,0," "," ",-,-$5.92,$0.00,0.04%,$8.32,-,-
,Custom Zepollis - Single Size,$24.95,$24.95,5,0," "," ",-,$0.00,$0.00,0.04%,$4.99,-,-
,"Custom Cheese Pizza - Large 16"" - Regular Crust",$24.76,$24.76,1,0," "," ",-,$0.00,$0.00,0.04%,$24.76,-,-
,Gatorade - Single Size,$24.75,$24.75,9,0," "," ",-,$0.00,$0.00,0.04%,$2.75,-,-
,"Pepperoni Pizza (custom 1) - Extra Large 18"" - Regular Crust ",$24.72,$24.72,1,0," "," ",-,$0.00,$0.00,0.04%,$24.72,-,-
,Meat Lovers,$24.68,$24.68,1,0," "," ",-,$0.00,$0.00,0.04%,$24.68,-,-
,," "," "," "," ","Extra Large 18""",1,$7.73," "," "," "," "," "," "
,"Custom Cheese Pizza - Large 16"" - Garlic Butter on Crust",$27.35,$24.61,1,0," "," ",-,-$2.74,$0.00,0.04%,$24.61,-,-
,"MYOP 1 - Large 16"" -  Garlic Butter on Crust",$24.55,$24.55,1,0," "," ",-,$0.00,$0.00,0.04%,$24.55,-,-
,"(H&H) Hawaiian-BBQ Pizza - Extra Large 18"" -  Regular Crust",$24.50,$24.50,1,0," "," ",-,$0.00,$0.00,0.04%,$24.50,-,-
,Cheese Slice,$24.50,$24.50,5,0," "," ",-,$0.00,$0.00,0.04%,$4.90,-,-
,," "," "," "," ",Extra Cheese,1,$0.50," "," "," "," "," "," "
,," "," "," "," ",Provolone,2,$1.00," "," "," "," "," "," "
,," "," "," "," ",Bacon,4,$2.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,4,$2.00," "," "," "," "," "," "
,," "," "," "," ",Pineapple,1,$0.50," "," "," "," "," "," "
,"Cheese Pizza (custom 1) - Extra Large 18"" -  Crispy and Well Done",$24.47,$24.47,1,0," "," ",-,$0.00,$0.00,0.04%,$24.47,-,-
,"Custom Cheese Pizza - Extra Large 18"" - Garlic Butter on Crust",$24.47,$24.47,1,0," "," ",-,$0.00,$0.00,0.04%,$24.47,-,-
,"Custom Cheese Pizza - Large 16"" - Crispy and Well Done",$24.15,$24.15,1,0," "," ",-,$0.00,$0.00,0.04%,$24.15,-,-
,"Custom Cheese Pizza - Large 16"" - Regular Crust",$24.15,$24.15,1,0," "," ",-,$0.00,$0.00,0.04%,$24.15,-,-
,"Custom Cheese Pizza - Large 16"" - Thin Crust",$24.15,$24.15,1,0," "," ",-,$0.00,$0.00,0.04%,$24.15,-,-
,"(H&H)Hawaiian-Mediterranean Pizza - Extra Large 18"" - Regular Crust",$23.99,$23.99,1,0," "," ",-,$0.00,$0.00,0.04%,$23.99,-,-
,Antipasto Salad (custom 1) - Large,$23.98,$23.98,2,0," "," ",-,$0.00,$0.00,0.04%,$11.99,-,-
,Bruschetta,$23.98,$23.98,2,0," "," ",-,$0.00,$0.00,0.04%,$11.99,-,-
,Chicken Chunks (custom 1) - 1/2 Pounds,$23.98,$23.98,2,0," "," ",-,$0.00,$0.00,0.04%,$11.99,-,-
,Chicken Parmigiana Sub (custom 1) - Single Size,$23.98,$23.98,2,0," "," ",-,$0.00,$0.00,0.04%,$11.99,-,-
,2 Slices & Can Soda,$23.97,$23.97,3,0," "," ",-,$0.00,$0.00,0.04%,$7.99,-,-
,," "," "," "," ",7 Up,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sunkirst Orange,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Cheese Slice,6,$0.00," "," "," "," "," "," "
,2 Slices & Can Soda,$23.97,$23.97,3,0," "," ",-,$0.00,$0.00,0.04%,$7.99,-,-
,2 slice 1 topping each 1 can of soda  (custom 1) - Single Size,$23.97,$23.97,3,0," "," ",-,$0.00,$0.00,0.04%,$7.99,-,-
,"Custom Cheese Pizza - Extra Large 18"" - Thin Crust",$23.97,$23.97,1,0," "," ",-,$0.00,$0.00,0.04%,$23.97,-,-
,Custom BYO Slice - Single Size,$23.88,$23.88,4,0," "," ",-,$0.00,$0.00,0.04%,$5.97,-,-
,2 Liter,$29.60,$23.78,8,0," "," ",-,-$5.82,$0.00,0.04%,$2.97,-,-
,," "," "," "," ",Diet Pepsi,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepsi,6,$0.00," "," "," "," "," "," "
,"Custom Cheese Pizza - Personal 10"" - Regular Crust",$23.58,$23.58,2,0," "," ",-,$0.00,$0.00,0.04%,$11.79,-,-
,"Custom Cheese Pizza - Large 16"" - Regular Crust",$23.56,$23.56,1,0," "," ",-,$0.00,$0.00,0.04%,$23.56,-,-
,"Custom Pepperoni Pizza - Large 16"" - Regular Crust",$23.56,$23.56,1,0," "," ",-,$0.00,$0.00,0.04%,$23.56,-,-
,"Cheese Pizza (custom 2) - Extra Large 18"" -  Garlic Butter on Crust",$23.47,$23.47,1,0," "," ",-,$0.00,$0.00,0.04%,$23.47,-,-
,"MYOP 1 - Extra Large 18"" -  Regular Crust",$23.47,$23.47,1,0," "," ",-,$0.00,$0.00,0.04%,$23.47,-,-
,Belgium Chocolate Mouse Cake - Single Size,$24.95,$23.45,5,0," "," ",-,-$1.50,$0.00,0.04%,$4.69,-,-
,"Sausage, Peppers & Onions",$29.95,$23.35,2,0," "," ",-,-$6.60,$0.00,0.04%,$11.67,-,-
,," "," "," "," ",Alfredo Sauce,1,$3.99," "," "," "," "," "," "
,," "," "," "," ",Fettucini,2,$0.00," "," "," "," "," "," "
,"Cheese Pizza (custom 1) - Extra Large 18"" - Regular Crust ",$23.22,$23.22,1,0," "," ",-,$0.00,$0.00,0.04%,$23.22,-,-
,"Custom Cheese Pizza - Extra Large 18"" - Regular Crust",$23.22,$23.22,1,0," "," ",-,$0.00,$0.00,0.04%,$23.22,-,-
,Garlic Bread,$23.03,$23.03,3,0," "," ",-,$0.00,$0.00,0.03%,$7.68,-,-
,," "," "," "," ",Plain,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",With Cheese,2,$2.06," "," "," "," "," "," "
,"Buffalo Chicken Pizza - Large 16"" - Regular Crust",$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,-,-
,"Cheesesteak Pizza (custom 1) - Large 16"" -  Deep Dish",$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,-,-
,"Cheesesteak Pizza (custom) - Large 16"" -  Garlic Butter on Crust",$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,-,-
,Chicken Chunks (custom 1) - 1.5 Pounds,$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,-,-
,"Custom Hawaiian - Extra Large 18"" - Crispy and Well Done",$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,-,-
,"Meat Lovers (16"")",$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,-,-
,"Mediterranean Pizza - Large 16"" -  Regular Crust",$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,-,-
,"Mediterranean Pizza - Large 16"" - Regular Crust",$22.99,$22.99,1,0," "," ",-,$0.00,$0.00,0.03%,$22.99,-,-
,"Custom Extravaganza Supreme - Medium 14"" - Regular Crust",$22.97,$22.97,1,0," "," ",-,$0.00,$0.00,0.03%,$22.97,-,-
,"Custom Mediterranean Pizza - Medium 14"" - Crispy and Well Done",$22.97,$22.97,1,0," "," ",-,$0.00,$0.00,0.03%,$22.97,-,-
,"Cheese Pizza (custom 1) - Large 16"" - Regular Crust ",$22.96,$22.96,1,0," "," ",-,$0.00,$0.00,0.03%,$22.96,-,-
,Custom BYO Slice - Single Size,$22.92,$22.92,4,0," "," ",-,$0.00,$0.00,0.03%,$5.73,-,-
,"Custom Hawaiian - Large 16"" - Regular Crust",$22.58,$22.58,1,0," "," ",-,$0.00,$0.00,0.03%,$22.58,-,-
,"Sicilian Deep Dish (custom 1) - Large 16"" - Deep Dish ",$22.58,$22.58,1,0," "," ",-,$0.00,$0.00,0.03%,$22.58,-,-
,"Custom Bianca White Pie - Large 16"" - Regular Crust",$22.57,$22.57,1,0," "," ",-,$0.00,$0.00,0.03%,$22.57,-,-
,"Custom Pepperoni Pizza - Large 16"" - Garlic Butter on Crust",$22.56,$22.56,1,0," "," ",-,$0.00,$0.00,0.03%,$22.56,-,-
,2pcs Garlic Knots - Plain,$22.50,$22.50,9,0," "," ",-,$0.00,$0.00,0.03%,$2.50,-,-
,Custom Caesar Salad - Small,$22.50,$22.50,3,0," "," ",-,$0.00,$0.00,0.03%,$7.50,-,-
,"MYOP 1 - Medium 14"" - Crispy and Well Done",$22.45,$22.45,1,0," "," ",-,$0.00,$0.00,0.03%,$22.45,-,-
,"Custom Cheese Pizza - Medium 14"" - Regular Crust",$22.44,$22.44,1,0," "," ",-,$0.00,$0.00,0.03%,$22.44,-,-
,Small Caesar Salad,$28.00,$22.21,3,0," "," ",-,-$5.79,$0.00,0.03%,$7.40,-,-
,," "," "," "," ",Caesar,4,$1.00," "," "," "," "," "," "
,," "," "," "," ",Grilled Chicken,1,$2.00," "," "," "," "," "," "
,," "," "," "," ",Large,1,$1.03," "," "," "," "," "," "
,," "," "," "," ",Small,2,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mushrooms,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoncini Peppers,1,$0.00," "," "," "," "," "," "
,"Cheese Pizza (custom 1) - Large 16"" -  Garlic Butter on Crust",$22.17,$22.17,1,0," "," ",-,$0.00,$0.00,0.03%,$22.17,-,-
,"Cheese Pizza (custom 2) - Large 16"" - Regular Crust ",$22.17,$22.17,1,0," "," ",-,$0.00,$0.00,0.03%,$22.17,-,-
,"MYOP 1 - Large 16"" -  Regular Crust",$22.17,$22.17,1,0," "," ",-,$0.00,$0.00,0.03%,$22.17,-,-
,"MYOP 1 - Large 16"" - Regular Crust",$22.17,$22.17,1,0," "," ",-,$0.00,$0.00,0.03%,$22.17,-,-
,"Pepperoni Pizza (custom 1) - Large 16"" -  Garlic Butter on Crust",$22.17,$22.17,1,0," "," ",-,$0.00,$0.00,0.03%,$22.17,-,-
