Items Report
"May 9, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:29 AM"
Filters: Item Type = Revenue Items

Items: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$428,973.00"
Net Sales,"$426,703.17"
COGS,"$14,420.34"
Gross Profit,"$403,932.21"
Gross Profit Margin,94.66%

Name,Gross Sales,Net Sales,Sold,Refunded,Discounts,Repayments,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Clubtails Crushers,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
LAN RIOJA CRIANZA 2021 750ML,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
MEIOMI CABERNET SAVUGNON 750ML MEIOMI CABERNET SAVUGNON WINE-DOMESTIC,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
SMIRNOFF CITRUS VODKA 1.75L,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
STELLA ARTOIS 12 PACK BOTTLE STELLA ARTOIS 12 PK BEER .100L,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
VALPOLICELLA RIPASSO TORRE MASTIO VALPOLICELLA RIPASSO TORRE MASTIO,$74.97,$74.97,3,0,$0.00,$0.00,$0.00,0.02%,$24.99,$0.00,$74.97
HIGH NOON LEMONADE VODKA HARD SELTZER 4PK,$74.95,$74.95,5,0,$0.00,$0.00,$0.00,0.02%,$14.99,$0.00,$74.95
PLATINUM 7X VODKA 750ML,$74.95,$74.95,5,0,$0.00,$0.00,$0.00,0.02%,$14.99,$0.00,$74.95
RITAS MANGO MARGARITA 4PACK CANS MANGO RITA 4PACK HARD SELTZER 16 OZ,$74.95,$74.95,5,0,$0.00,$0.00,$0.00,0.02%,$14.99,$0.00,$74.95
STELLA ARTOIS 4CANS,$74.95,$74.95,5,0,$0.00,$0.00,$0.00,0.02%,$14.99,$0.00,$74.95
ELKI GARLIC & HERB MISC ELKI GARLIC & HERB MISC,$74.85,$74.85,15,0,$0.00,$0.00,$0.00,0.02%,$4.99,-,-
MASTERS OF MIXERS MARGARITA SALT 8OZ,$74.85,$74.85,15,0,$0.00,$0.00,$0.00,0.02%,$4.99,$0.00,$74.85
DIRTY CHIPS SRIRACHA HONEY 2OZ,$74.75,$74.75,25,0,$0.00,$0.00,$0.00,0.02%,$2.99,$22.25,$52.50
BLUE MOON MANGO WHEAT 6PACK CANS,$71.96,$71.96,4,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$71.96
COPPLOLA CLARET WINE-DOMESTIC .100L COPPLOLA CLARET WINE-DOMESTIC .100L,$71.96,$71.96,4,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$71.96
Four Vines The Biker Zinfandel 750ml,$71.96,$71.96,4,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$71.96
KONA LONGBOARD 6PACK BOTTLES LONGBOARD ISLAND LARGER BEER .187L,$71.96,$71.96,4,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$71.96
REDBRIDGE GLUTEN FREE BEER 6pack  RED BRIDGE GLUTEN FREE BEER .100L,$71.96,$71.96,4,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$71.96
SAM ADAMS REMASTERED BOSTON LAGER 6PACK BOTTLE SAM ADAMS LAGER BEER .100L,$71.96,$71.96,4,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$71.96
SMITH HOOK CABERNET SAUV. 750ML,$71.96,$71.96,4,0,$0.00,$0.00,$0.00,0.02%,$17.99,$27.00,$44.96
Surfside Lemonade-vodka 4 Pack,$71.96,$71.96,4,0,$0.00,$0.00,$0.00,0.02%,$17.99,-,-
UNO MALBEC WINE 750ml UNO MALBEC WINE-DOMESTIC,$71.96,$71.96,4,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$71.96
WAKE UP CRABBY BLOODY MARY MIX WAKE UP CRABBY BLOODY MARY MIX LIQUOR-MISC .100L,$71.96,$71.96,4,0,$0.00,$0.00,$0.00,0.02%,$17.99,$0.00,$71.96
BOARS HEAD SMOKED GOUDA 8OZ,$71.92,$71.92,8,0,$0.00,$0.00,$0.00,0.02%,$8.99,$0.00,$71.92
New Bridge Sharp Cheddar Cheese,$71.91,$71.91,9,0,$0.00,$0.00,$0.00,0.02%,$7.99,$0.00,$71.91
True Double-Hinged Corkscrew,$71.91,$71.91,9,0,$0.00,$0.00,$0.00,0.02%,$7.99,$0.00,$71.91
Basil Hayden Red Wine Cask Finish Bourbon750ml,$69.99,$69.99,1,0,$0.00,$0.00,$0.00,0.02%,$69.99,$44.25,$25.74
CASAMIGOS TEQUILA JALAPEÑO 750ML,$69.99,$69.99,1,0,$0.00,$0.00,$0.00,0.02%,$69.99,$0.00,$69.99
Casamigos Blanco 750ml,$69.99,$69.99,1,0,$0.00,$0.00,$0.00,0.02%,$69.99,$0.00,$69.99
DIMPLE PINCH 15YR 1.75L,$69.99,$69.99,1,0,$0.00,$0.00,$0.00,0.02%,$69.99,$0.00,$69.99
Makers Mark 46 1.75,$69.99,$69.99,1,0,$0.00,$0.00,$0.00,0.02%,$69.99,$0.00,$69.99
ORIN SWIFT PAPILLON RED WINE 750ML,$69.99,$69.99,1,0,$0.00,$0.00,$0.00,0.02%,$69.99,$0.00,$69.99
TAITTINGER PRESTIGE ROSE 750ML,$69.99,$69.99,1,0,$0.00,$0.00,$0.00,0.02%,$69.99,$0.00,$69.99
APEROL SPIRITZ WITH GLASS 750 ML,$69.98,$69.98,2,0,$0.00,$0.00,$0.00,0.02%,$34.99,$0.00,$69.98
Baileys Chocolate Cream 750mL,$69.98,$69.98,2,0,$0.00,$0.00,$0.00,0.02%,$34.99,$0.00,$69.98
EL DORADO 12YR RUM 750ML BOX,$69.98,$69.98,2,0,$0.00,$0.00,$0.00,0.02%,$34.99,$0.00,$69.98
EVERCLEAR 151 PROOF  750ml,$69.98,$69.98,2,0,$0.00,$0.00,$0.00,0.02%,$34.99,$0.00,$69.98
RUM CHATA HORCHATA CON RON 750ML RUM CHATA HORCHATA CON RON CORDIALS-IMPORTED .750L,$69.98,$69.98,2,0,$0.00,$0.00,$0.00,0.02%,$34.99,$0.00,$69.98
Rum Chata Pineapple Cream 750ml,$69.98,$69.98,2,0,$0.00,$0.00,$0.00,0.02%,$34.99,$0.00,$69.98
TAYLOR FLADGATE LATE BOTTLED VINTAGE PORTO 2016 750ML,$69.98,$69.98,2,0,$0.00,$0.00,$0.00,0.02%,$34.99,$0.00,$69.98
THE KRAKEN BLACK SPICED RUM 1.75L,$69.98,$69.98,2,0,$0.00,$0.00,$0.00,0.02%,$34.99,$0.00,$69.98
The Calling Pinot Nior 750 ML,$69.98,$69.98,2,0,$0.00,$0.00,$0.00,0.02%,$34.99,$69.98,$0.00
CHARCUTERIE DUET SALAMI & SMOKED GOUDA BOARS HEAD 6OZ,$69.93,$69.93,7,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$69.93
FINEST CALL MANGO 1L,$69.93,$69.93,7,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$69.93
FINEST CALL SWEET & SOUR 1L FINEST CALL SWEET & SOUR PREP COCKTAILS .100L,$69.93,$69.93,7,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$69.93
REAL LYCHEE PURE,$69.93,$69.93,7,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$69.93
Stirrings Mojito 750ml,$69.93,$69.93,7,0,$0.00,$0.00,$0.00,0.02%,$9.99,$0.00,$69.93
ON THE ROCKS OLD FASHIONED 100ML,$69.86,$69.86,14,0,$0.00,$0.00,$0.00,0.02%,$4.99,$0.00,$69.86
1800 SILVER COCONUT TEQUILA 1.75L,$67.99,$67.99,1,0,$0.00,$0.00,$0.00,0.02%,$67.99,$0.00,$67.99
Buchanan's Select 15 Years 750mL,$67.99,$67.99,1,0,$0.00,$0.00,$0.00,0.02%,$67.99,$0.00,$67.99
Chivas Regal Scotch Whisky12 Yr 1.75 Ml,$67.99,$67.99,1,0,$0.00,$0.00,$0.00,0.02%,$67.99,$0.00,$67.99
BUD LIGHT 6PACK BOTTLES,$67.96,$67.96,4,0,$0.00,$0.00,$0.00,0.02%,$16.99,$0.00,$67.96
COORS LIGHT 6PACK BOTTLES,$67.96,$67.96,4,0,$0.00,$0.00,$0.00,0.02%,$16.99,$0.00,$67.96
Jai Alai Pale Ale 6pack,$67.96,$67.96,4,0,$0.00,$0.00,$0.00,0.02%,$16.99,$0.00,$67.96
WHITE CLAW MANGO HARD SELTZER 6PK,$67.96,$67.96,4,0,$0.00,$0.00,$0.00,0.02%,$16.99,$0.00,$67.96
Custom Item,$67.83,$67.83,17,0,$0.00,$0.00,$0.00,0.02%,$3.99,-,-
Black Coffee,$67.66,$66.67,34,0,-$0.99,$0.00,$0.00,0.02%,$1.96,$0.00,$66.67
3BOTTLE SALE SANTA MARGARITA PINOT GRIGIO,$65.97,$65.97,3,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$65.97
CHALK HILL SAUVIGNON BLANC 750ML,$65.97,$65.97,3,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$65.97
CHI CHI MAI THAI 1.75L,$65.97,$65.97,3,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$65.97
CHI-CHIS SKINNY MARGARITA PREP COCKTAILS 1.75L CHI-CHIS SKINNY MARGARITA PREP COCKTAILS 1.75L,$65.97,$65.97,3,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$65.97
MARGARITAVILLE SPICED RUM 750ML GLASS,$65.97,$65.97,3,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$65.97
MINUTY M COTES DECPROVENCE ROSE 750ML,$65.97,$65.97,3,0,$0.00,$0.00,$0.00,0.02%,$21.99,$0.00,$65.97
Vodka Lemonade Minute Maid 8 Can Variety,$65.97,$65.97,3,0,$0.00,$0.00,$0.00,0.02%,$21.99,-,-
Bulleit 95 Rye frontier Whiskey 1.75l,$64.99,$64.99,1,0,$0.00,$0.00,$0.00,0.02%,$64.99,$0.00,$64.99
PATRON REPOSADO BARREL SELECT TEQUILA 750ML,$64.99,$64.99,1,0,$0.00,$0.00,$0.00,0.02%,$64.99,$0.00,$64.99
ECCO DOMANI PINOT GRIGIO 750ML,$64.95,$64.95,5,0,$0.00,$0.00,$0.00,0.02%,$12.99,$0.00,$64.95
Mark West Pinot Noir 750mL,$64.95,$64.95,5,0,$0.00,$0.00,$0.00,0.02%,$12.99,$0.00,$64.95
OYSTER BAY PINOT GRIGIO OYSTER BAY PINOT GRIGIO,$64.95,$64.95,5,0,$0.00,$0.00,$0.00,0.02%,$12.99,-,-
BUDWEISER 6PACK BOTTLES,$63.96,$63.96,4,0,$0.00,$0.00,$0.00,0.01%,$15.99,$0.00,$63.96
Peaches Provisions Pickles Asparagus,$63.96,$63.96,4,0,$0.00,$0.00,$0.00,0.01%,$15.99,$0.00,$63.96
Filthy Premium Olive Brine Pouch 8oz,$63.92,$63.92,8,0,$0.00,$0.00,$0.00,0.01%,$7.99,$0.00,$63.92
MASTER OF MIXS STARWBERRY PREP COCKTAILS 750 m MASTER OF MIXS STARWBERRY PREP COCKTAILS 750 m,$63.92,$63.92,8,0,$0.00,$0.00,$0.00,0.01%,$7.99,$0.00,$63.92
New Bridge Spicy Beer Cheese,$63.92,$63.92,8,0,$0.00,$0.00,$0.00,0.01%,$7.99,$0.00,$63.92
BOARS HEAD GOUDA 8OZ,$62.93,$62.93,7,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$62.93
ROLLED MOZARELLA & SALAME BOARS HEAD 8OZ,$62.93,$62.93,7,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$62.93
White Cheddar Cheese Over 1000 Days 8oz,$62.93,$62.93,7,0,$0.00,$0.00,$0.00,0.01%,$8.99,$0.00,$62.93
ELKI SUNDRIED TOMATO MISC ELKI SUNDRIED TOMATO MISC,$62.91,$62.91,9,0,$0.00,$0.00,$0.00,0.01%,$6.99,$31.41,$31.50
Dirty Sour Cream & Onion Chips,$62.79,$62.79,21,0,$0.00,$0.00,$0.00,0.01%,$2.99,$0.00,$62.79
CORONA FAMILIAR  BEER 6pk CORONA FAMILIAR  BEER 12 OZ,$66.96,$61.96,4,0,-$5.00,$0.00,$0.00,0.01%,$15.49,$0.00,$61.96
Bib & Tucker Aged 6 Years 750ml,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
CINCORO TEQUILA REPOSADO 375ML,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
CORAZON DE AGAVE EXTRA  ANEJO TEQUILA 750ML CORAZON ANEJO TEQUILA,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
Cabo Wabo Añejo 750 Ml,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
Chandon Brut Sparkling Wine 1.75L,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
Chopin Potato Vodka 1.75L,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
DOWS 2017 VINTAGE PORTO 750ML,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
GREY GOOSE LE CITRON VODKA 1.75L,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
HERRADURA ULTRA AÑEJO CRISTALINO 750ML HERRADURA ULTRA,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
HORSE SOLDIER BOURBON SMALL BATCH SIGNATURE   WHISKEY  750ML,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
JAMESON ORANGE WHISKEY 1.75L,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
Jameson Stout Edition  Whiskey 1.75L,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
Monkey Shoulder The Original  1L,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
OLD FORESTER 1870 ORIGINAL BATCH BOURBON WHISKY 750ML OLD FORESTER 1870,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
PATRON SILVER 10PACK,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
TAYLOR FLADGATE 20 YRS OLD TAWNY PORTO  750ML,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
Whispering Angel 1.5L,$59.99,$59.99,1,0,$0.00,$0.00,$0.00,0.01%,$59.99,$0.00,$59.99
APEROL 750ML,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,-,-
BEEFEATER LONDON DRY GIN 750ML BEEFEATER GIN GIN-IMPORTED 750ML,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
BELFOUR RYE WHISKEY 750ML,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
Blackwell Fine Jamaican Rum  750ml,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
DUCKHORN NAPA VALLEY CHARDONNAY 750ML,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
DULCE VIDA TEQUILA BLANCO 750ML,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
ETHANS RESERVE HONEY WHISKEY 750ML,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
Gran Gala Liqueur 750ml,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
JACK DANIELS APPLE WHISKEY 750ML,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
MARGARITAVILLE GOLD TEQUILA 1.75L,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
PALLINI LIMONCELLO LIQUOR 750ML PALLINI LIMONCELLO LIQUOR-MISC .100L,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
PARROT BAY GOLD RUM 1.75L,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
PARROT BAY WHITE RUM 1.75L,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
TENUTA DI ARCENO CHIANTI 750ML,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
True Cuvee Champagne Flute Set Of 4,$59.98,$59.98,2,0,$0.00,$0.00,$0.00,0.01%,$29.99,$0.00,$59.98
Barton & Guestier Bordeaux 2022 750 Ml,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
CAFES DE CUBA,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
CAFES DE CUBA,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
CHATEAU RECOUGNE BORDEAUX 750ML,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
Chateau Du Caillau,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
Dr Konstantin Frank 750ml,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
GREY GOOSE CLASSIC MARTINI COCKTAIL 375ML,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
Key West Trading Vodka 375 Ml,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
MARGARITAVILLE DARK RUM 750ML GLASS,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
MARGARITAVILLE GOLD TEQUILA 750ML,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
MARGARITAVILLE SILVER TEQUILA 750ML,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
PARROT BAY MANGO RUM 750ML PLASTIC,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
Seagram's 7 Whiskey 750ml,$59.97,$59.97,3,0,$0.00,$0.00,$0.00,0.01%,$19.99,$0.00,$59.97
Custom Item,$59.96,$59.96,4,0,$0.00,$0.00,$0.00,0.01%,$14.99,-,-
ON THE ROCKS COCKTAILS THE AVIATION 375ML,$59.96,$59.96,4,0,$0.00,$0.00,$0.00,0.01%,$14.99,$0.00,$59.96
SEVEN DAUGHTERS MOSCATO 750ML,$59.96,$59.96,4,0,$0.00,$0.00,$0.00,0.01%,$14.99,$0.00,$59.96
Parmigiano Reggiano Cheese 7oz,$59.95,$59.95,5,0,$0.00,$0.00,$0.00,0.01%,$11.99,$0.00,$59.95
Canyon Roud Cabernet 3,$59.94,$59.94,6,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$59.94
Custom Item,$59.94,$59.94,6,0,$0.00,$0.00,$0.00,0.01%,$9.99,-,-
MARTINI & ROSSI EXTRA DRY VERMOUTH  375ML,$59.94,$59.94,6,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$59.94
Sutter Home Pinot Grigio 4pk,$59.94,$59.94,6,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$59.94
ZING ZANG BLAZING BLODDY MARY MIX 32OZ,$59.94,$59.94,6,0,$0.00,$0.00,$0.00,0.01%,$9.99,$0.00,$59.94
JACK DANIELS COCA COLA ZERO SINGLE CAN,$59.80,$59.80,20,0,$0.00,$0.00,$0.00,0.01%,$2.99,$0.00,$59.80
COURVOISIER Le Cognac De Napoleon VS COGNAC,$57.99,$57.99,1,0,$0.00,$0.00,$0.00,0.01%,$57.99,-,-
Don Julio Blanco Tequila 750mL,$57.99,$57.99,1,0,$0.00,$0.00,$0.00,0.01%,$57.99,$0.00,$57.99
RHUM BARBANCOURT 15YEARS 750ML,$57.99,$57.99,1,0,$0.00,$0.00,$0.00,0.01%,$57.99,$42.00,$15.99
BLUE CHAIR BAY WHITE RUM 750ML,$57.98,$57.98,2,0,$0.00,$0.00,$0.00,0.01%,$28.99,$0.00,$57.98
DEEP EDDY PEACH VODKA 750ML DEEP EDDY PEACH VODKA-AMERICAN .750L,$57.98,$57.98,2,0,$0.00,$0.00,$0.00,0.01%,$28.99,$0.00,$57.98
Leroux Cherry Brandy 750 Ml,$56.97,$56.97,3,0,$0.00,$0.00,$0.00,0.01%,$18.99,$0.00,$56.97
Buchanan's Pineapple 750ml,$55.99,$55.99,1,0,$0.00,$0.00,$0.00,0.01%,$55.99,$0.00,$55.99
1800 SPICY MARGARITA  1.75L,$55.98,$55.98,2,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$55.98
1800 ULTIMATE MARGARITA PINEAPPLE RTD 1.75L,$55.98,$55.98,2,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$55.98
DULCE VIDA PINEAPPLE JALAPENO TEQUILA 750 ml DULCE VIDA PINEAPPLE JALAPENO TEQUILA 750 m,$55.98,$55.98,2,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$55.98
FRANGELICO HAZEL NUT LIQUEUR CORDIALS-IMPORTED 0.375 FRANGELICO HAZEL NUT LIQUEUR CORDIALS-IMPORTED 0.375,$55.98,$55.98,2,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$55.98
KOKOSA COCONUT CREAM LIQUEUR 750ML,$55.98,$55.98,2,0,$0.00,$0.00,$0.00,0.01%,$27.99,$34.50,$21.48
Ole Smoky Moonshinen Coofe Cream,$55.98,$55.98,2,0,$0.00,$0.00,$0.00,0.01%,$27.99,-,-
TUCANA LIQUOR 750ML,$55.98,$55.98,2,0,$0.00,$0.00,$0.00,0.01%,$27.99,$0.00,$55.98
MASTER OF MIXES Pina Colada 1L,$55.93,$55.93,7,0,$0.00,$0.00,$0.00,0.01%,$7.99,$0.00,$55.93
TRULY WILD BERRY VODKA 750ML,$55.93,$55.93,7,0,$0.00,$0.00,$0.00,0.01%,$7.99,$0.00,$55.93
RED BULL COCONUT RED BULL COCONUT,$55.86,$55.86,14,0,$0.00,$0.00,$0.00,0.01%,$3.99,$0.00,$55.86
1800 CRISTALINO AÑEJO TEQUILA 750ML,$54.99,$54.99,1,0,$0.00,$0.00,$0.00,0.01%,$54.99,$0.00,$54.99
CANTERA NEGRA REPOSADO TEQUILA 750ML,$54.99,$54.99,1,0,$0.00,$0.00,$0.00,0.01%,$54.99,$0.00,$54.99
Crown Toyal Xo Whiskey 750ml,$54.99,$54.99,1,0,$0.00,$0.00,$0.00,0.01%,$54.99,$0.00,$54.99
TERREMANA AÑEJO 1Liter,$54.99,$54.99,1,0,$0.00,$0.00,$0.00,0.01%,$54.99,$0.00,$54.99
Woodinville Port Cask Bourbon  Whiskey 750ml,$54.99,$54.99,1,0,$0.00,$0.00,$0.00,0.01%,$54.99,$0.00,$54.99
TEQUILA ROSE STRAWBERRY TEQUILA 200ml TEQUILA ROSE STRAWBERRY TEQUILA 200ml,$54.89,$54.89,11,0,$0.00,$0.00,$0.00,0.01%,$4.99,-,-
HIGH NOON EL PRESS PACK 12PACK SELTZER,$53.98,$53.98,2,0,$0.00,$0.00,$0.00,0.01%,$26.99,$0.00,$53.98
MALIBU WATERMELON RUM 750ML,$53.98,$53.98,2,0,$0.00,$0.00,$0.00,0.01%,$26.99,$0.00,$53.98
Bacardi Bahama Mama 4pack,$53.97,$53.97,3,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$53.97
LAGUNITAS IPA PALE ALE 6PACK  LAGUNITAS IPA PALE ALE,$53.97,$53.97,3,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$53.97
MICHELOB ULTRA PURE GOLD ORGANIC LIGHT BEER 6PACK  MICHELOB ULTRA PURE GOLD ORG. LIGHT BEER,$53.97,$53.97,3,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$53.97
SAN ANGELO PINOT GRIGIO 750ML,$53.97,$53.97,3,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$53.97
Surfside Green Tea Vodka,$53.97,$53.97,3,0,$0.00,$0.00,$0.00,0.01%,$17.99,-,-
T-Shirt: Marathon Liquors & Deli,$53.97,$53.97,3,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$53.97
YUENGLING LIGHT  6PACK BOTTLES,$53.97,$53.97,3,0,$0.00,$0.00,$0.00,0.01%,$17.99,$0.00,$53.97
TORCH LIGHTER  MISC TORCH LIGHTER  MISC,$53.91,$53.91,9,0,$0.00,$0.00,$0.00,0.01%,$5.99,$0.00,$53.91
Custom Item,$53.82,$53.82,18,0,$0.00,$0.00,$0.00,0.01%,$2.99,-,-
EMPRESS 1908 ELDERFLOWER ROSE GIN 1L,$52.99,$52.99,1,0,$0.00,$0.00,$0.00,0.01%,$52.99,$0.00,$52.99
Empress1908 Indigo Gin 750ml,$52.99,$52.99,1,0,$0.00,$0.00,$0.00,0.01%,$52.99,$0.00,$52.99
MILLER HIGH LIFE 6PACK BOTTLES,$52.97,$52.97,3,0,$0.00,$0.00,$0.00,0.01%,$17.66,$0.00,$52.97
ARIZONA ICED TEAS PARTY PACK 12 SELTZER,$51.98,$51.98,2,0,$0.00,$0.00,$0.00,0.01%,$25.99,$0.00,$51.98
BAREFOOT RIESLING 1.5L,$51.96,$51.96,4,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$51.96
CANYON ROAD SAUVIGNON BLANC 750ML,$51.96,$51.96,4,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$51.96
CLOS DU BOIS CHARDONNAY 750ML,$51.96,$51.96,4,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$51.96
DAILYS SWEET SOUR COCKTAILS 1.75L,$51.96,$51.96,4,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$51.96
Florida Keys Banana Split,$51.96,$51.96,4,0,$0.00,$0.00,$0.00,0.01%,$12.99,$0.00,$51.96
GOLDEN ROAD MANGO CART 6PACK CANS,$50.97,$50.97,3,0,$0.00,$0.00,$0.00,0.01%,$16.99,$0.00,$50.97
Llord's Banana Liqueur 1 L,$50.97,$50.97,3,0,$0.00,$0.00,$0.00,0.01%,$16.99,$0.00,$50.97
Llord's Peach Blossom Schnapps Liqueur 1L,$50.97,$50.97,3,0,$0.00,$0.00,$0.00,0.01%,$16.99,$0.00,$50.97
BUCHANAN'S DELUXE 12 YRS SCOTCH SHISKY 750ML GIFT SET,$49.99,$49.99,1,0,$0.00,$0.00,$0.00,0.01%,$49.99,$0.00,$49.99
Blackened Whisky-Brandy 750ml,$49.99,$49.99,1,0,$0.00,$0.00,$0.00,0.01%,$49.99,$0.00,$49.99
